,relationship,first_name,second_name,co_bills,co_bills_status,co_bills_total
1759,Kumar BarveStephen Hershey,Kumar Barve,Stephen Hershey,[],[],0
1758,Jason GallionKumar Barve,Jason Gallion,Kumar Barve,[],[],0
1757,Bob CassillyKumar Barve,Bob Cassilly,Kumar Barve,[],[],0
1855,Regina BoyceWayne Hartman,Regina Boyce,Wayne Hartman,[],[],0
1857,Regina BoyceSeth Howard,Regina Boyce,Seth Howard,[],[],0
1733,George EdwardsKumar Barve,George Edwards,Kumar Barve,[],[],0
1938,Regina BoyceSt. Marys County Delegation,Regina Boyce,St. Marys County Delegation,[],[],0
1946,Calvert County DelegationRegina Boyce,Calvert County Delegation,Regina Boyce,[],[],0
1945,Howard County DelegationRegina Boyce,Howard County Delegation,Regina Boyce,[],[],0
1944,Carroll County DelegationRegina Boyce,Carroll County Delegation,Regina Boyce,[],[],0
1943,Queen Annes County DelegationRegina Boyce,Queen Annes County Delegation,Regina Boyce,[],[],0
1942,Federal RelationsRegina Boyce,Federal Relations,Regina Boyce,[],[],0
1941,Harford County DelegationRegina Boyce,Harford County Delegation,Regina Boyce,[],[],0
1940,Charles County DelegationRegina Boyce,Charles County Delegation,Regina Boyce,[],[],0
1939,Anne Arundel County DelegationRegina Boyce,Anne Arundel County Delegation,Regina Boyce,[],[],0
1937, Prince Georges County DelegationRegina Boyce, Prince Georges County Delegation,Regina Boyce,[],[],0
1948,Baltimore City DelegationRegina Boyce,Baltimore City Delegation,Regina Boyce,[],[],0
1936,Dorchester County DelegationRegina Boyce,Dorchester County Delegation,Regina Boyce,[],[],0
1935,Frederick County DelegationRegina Boyce,Frederick County Delegation,Regina Boyce,[],[],0
1934,Regina BoyceWashington County Delegation,Regina Boyce,Washington County Delegation,[],[],0
1933,Garrett County DelegationRegina Boyce,Garrett County Delegation,Regina Boyce,[],[],0
1932,Allegany County DelegationRegina Boyce,Allegany County Delegation,Regina Boyce,[],[],0
1931,Baltimore County DelegationRegina Boyce,Baltimore County Delegation,Regina Boyce,[],[],0
1930,Montgomery County DelegationRegina Boyce,Montgomery County Delegation,Regina Boyce,[],[],0
1929,Regina BoyceWicomico County Delegation,Regina Boyce,Wicomico County Delegation,[],[],0
1947,Regina BoyceTalbot County Delegation,Regina Boyce,Talbot County Delegation,[],[],0
1949,J.B. JenningsRegina Boyce,J.B. Jennings,Regina Boyce,[],[],0
1859,Bob LongRegina Boyce,Bob Long,Regina Boyce,[],[],0
1960,EducationRegina Boyce,Education,Regina Boyce,[],[],0
1968,Cory McCrayRegina Boyce,Cory McCray,Regina Boyce,[],[],0
1967,Clarence LamRegina Boyce,Clarence Lam,Regina Boyce,[],[],0
1966,FinanceRegina Boyce,Finance,Regina Boyce,[],[],0
1965,Guy GuzzoneRegina Boyce,Guy Guzzone,Regina Boyce,[],[],0
1964,Brian FeldmanRegina Boyce,Brian Feldman,Regina Boyce,[],[],0
1963,Jill CarterRegina Boyce,Jill Carter,Regina Boyce,[],[],0
1962,Regina BoyceRonald Young,Regina Boyce,Ronald Young,[],[],0
1961,Joanne BensonRegina Boyce,Joanne Benson,Regina Boyce,[],[],0
1959,Regina BoyceWicomico County Senators,Regina Boyce,Wicomico County Senators,[],[],0
1950,Judicial ProceedingsRegina Boyce,Judicial Proceedings,Regina Boyce,[],[],0
1958,Cheryl KaganRegina Boyce,Cheryl Kagan,Regina Boyce,[],[],0
1957,James RosapepeRegina Boyce,James Rosapepe,Regina Boyce,[],[],0
1956,Craig ZuckerRegina Boyce,Craig Zucker,Regina Boyce,[],[],0
1955,Andrew SerafiniRegina Boyce,Andrew Serafini,Regina Boyce,[],[],0
1954,Johnny SallingRegina Boyce,Johnny Salling,Regina Boyce,[],[],0
1953,Douglas PetersRegina Boyce,Douglas Peters,Regina Boyce,[],[],0
1952,George EdwardsRegina Boyce,George Edwards,Regina Boyce,[],[],0
1951,Adelaide EckardtRegina Boyce,Adelaide Eckardt,Regina Boyce,[],[],0
1928,Prince Georges County DelegationRegina Boyce,Prince Georges County Delegation,Regina Boyce,[],[],0
1927,AppropriationsRegina Boyce,Appropriations,Regina Boyce,[],[],0
1926,Regina BoyceWays and Means,Regina Boyce,Ways and Means,[],[],0
1871,Alice CainRegina Boyce,Alice Cain,Regina Boyce,[],[],0
1895,Darryl BarnesRegina Boyce,Darryl Barnes,Regina Boyce,[],[],0
1894,Jay WalkerRegina Boyce,Jay Walker,Regina Boyce,[],[],0
1891,Cecil County DelegationRegina Boyce,Cecil County Delegation,Regina Boyce,[],[],0
1884,Pamela QueenRegina Boyce,Pamela Queen,Regina Boyce,[],[],0
1876,Economic MattersRegina Boyce,Economic Matters,Regina Boyce,[],[],0
1875,Mike RogersRegina Boyce,Mike Rogers,Regina Boyce,[],[],0
1874,Michael JacksonRegina Boyce,Michael Jackson,Regina Boyce,[],[],0
1872,Ned CareyRegina Boyce,Ned Carey,Regina Boyce,[],[],0
1870,Regina BoyceSandy Bartlett,Regina Boyce,Sandy Bartlett,[],[],0
1925,JudiciaryRegina Boyce,Judiciary,Regina Boyce,[],[],0
1869,Environment and TransportationRegina Boyce,Environment and Transportation,Regina Boyce,[],[],0
1868,Health and Government OperationsRegina Boyce,Health and Government Operations,Regina Boyce,[],[],0
1865,Haven ShoemakerRegina Boyce,Haven Shoemaker,Regina Boyce,[],[],0
1864,April RoseRegina Boyce,April Rose,Regina Boyce,[],[],0
1863,Regina BoyceTeresa Reilly,Regina Boyce,Teresa Reilly,[],[],0
1862,Jesse PippyRegina Boyce,Jesse Pippy,Regina Boyce,[],[],0
1861,Johnny MautzRegina Boyce,Johnny Mautz,Regina Boyce,[],[],0
1860,Michael MaloneRegina Boyce,Michael Malone,Regina Boyce,[],[],0
1896,Joseph BotelerRegina Boyce,Joseph Boteler,Regina Boyce,[],[],0
1898,Michele GuytonRegina Boyce,Michele Guyton,Regina Boyce,[],[],0
1899,Edith PattersonRegina Boyce,Edith Patterson,Regina Boyce,[],[],0
1901,Regina BoyceVeronica Turner,Regina Boyce,Veronica Turner,[],[],0
1923,Adrienne JonesRegina Boyce,Adrienne Jones,Regina Boyce,[],[],0
1922,Lily QiRegina Boyce,Lily Qi,Regina Boyce,[],[],0
1921,Elizabeth ProctorRegina Boyce,Elizabeth Proctor,Regina Boyce,[],[],0
1920,Regina BoyceTalmadge Branch,Regina Boyce,Talmadge Branch,[],[],0
1919,Pat YoungRegina Boyce,Pat Young,Regina Boyce,[],[],0
1918,C.T. WilsonRegina Boyce,C.T. Wilson,Regina Boyce,[],[],0
1917,Regina BoyceRon Watson,Regina Boyce,Ron Watson,[],[],0
1916,Kriselda ValderramaRegina Boyce,Kriselda Valderrama,Regina Boyce,[],[],0
1915,Regina BoyceWarren Miller,Regina Boyce,Warren Miller,[],[],0
1914,Nino MangioneRegina Boyce,Nino Mangione,Regina Boyce,[],[],0
1912,Carol KrimmRegina Boyce,Carol Krimm,Regina Boyce,[],[],0
1911,Regina BoyceRichard Impallaria,Regina Boyce,Richard Impallaria,[],[],0
1910,Mark FisherRegina Boyce,Mark Fisher,Regina Boyce,[],[],0
1908,Dereck DavisRegina Boyce,Dereck Davis,Regina Boyce,[],[],0
1907,Brian CrosbyRegina Boyce,Brian Crosby,Regina Boyce,[],[],0
1906,Regina BoyceWendell Beitzel,Regina Boyce,Wendell Beitzel,[],[],0
1905,Eric BromwellRegina Boyce,Eric Bromwell,Regina Boyce,[],[],0
1734,Douglas PetersKumar Barve,Douglas Peters,Kumar Barve,[],[],0
1732,Adelaide EckardtKumar Barve,Adelaide Eckardt,Kumar Barve,[],[],0
1517,Craig ZuckerDalya Attar,Craig Zucker,Dalya Attar,[],[],0
1570,Kumar BarveTony Bridges,Kumar Barve,Tony Bridges,[],[],0
1592,Jon CardinKumar Barve,Jon Cardin,Kumar Barve,[],[],0
1591,Curtis AndersonKumar Barve,Curtis Anderson,Kumar Barve,[],[],0
1589,Brooke LiermanKumar Barve,Brooke Lierman,Kumar Barve,[],[],0
1587,Kumar BarveMelissa Wells,Kumar Barve,Melissa Wells,[],[],0
1583,Charles OttoKumar Barve,Charles Otto,Kumar Barve,[],[],0
1581,Kumar BarveMary Lehman,Kumar Barve,Mary Lehman,[],[],0
1576,Andrea HarrisonKumar Barve,Andrea Harrison,Kumar Barve,[],[],0
1572,Barrie CilibertiKumar Barve,Barrie Ciliberti,Kumar Barve,[],[],0
1569,Kumar BarveRegina Boyce,Kumar Barve,Regina Boyce,[],[],0
1594,Kumar BarvePaul Corderman,Kumar Barve,Paul Corderman,[],[],0
1568,Kumar BarveKumar Barve,Kumar Barve,Kumar Barve,[],[],0
1567,Calvert County SenatorsDalya Attar,Calvert County Senators,Dalya Attar,[],[],0
1566,Anne Arundel County SenatorsDalya Attar,Anne Arundel County Senators,Dalya Attar,[],[],0
1565,Dalya AttarHarford County Senators,Dalya Attar,Harford County Senators,[],[],0
1564,Carroll County SenatorsDalya Attar,Carroll County Senators,Dalya Attar,[],[],0
1563,Dalya AttarKatherine Klausmeier,Dalya Attar,Katherine Klausmeier,[],[],0
1562,Benjamin KramerDalya Attar,Benjamin Kramer,Dalya Attar,[],[],0
1561,Cecil County SenatorsDalya Attar,Cecil County Senators,Dalya Attar,[],[],0
1593,Frank ConawayKumar Barve,Frank Conaway,Kumar Barve,[],[],0
1595,Dan CoxKumar Barve,Dan Cox,Kumar Barve,[],[],0
1624,Brian ChisholmKumar Barve,Brian Chisholm,Kumar Barve,[],[],0
1609,Karen YoungKumar Barve,Karen Young,Kumar Barve,[],[],0
1622,Harry BhandariKumar Barve,Harry Bhandari,Kumar Barve,[],[],0
1620,Kathy SzeligaKumar Barve,Kathy Szeliga,Kumar Barve,[],[],0
1618,Kumar BarveSamuel Rosenberg,Kumar Barve,Samuel Rosenberg,[],[],0
1617,Kumar BarveRic Metzgar,Kumar Barve,Ric Metzgar,[],[],0
1614,Kumar BarveSteve Johnson,Kumar Barve,Steve Johnson,[],[],0
1612,Kumar BarveTerri Hill,Kumar Barve,Terri Hill,[],[],0
1611,Bonnie CullisonKumar Barve,Bonnie Cullison,Kumar Barve,[],[],0
1610,Heather BagnallKumar Barve,Heather Bagnall,Kumar Barve,[],[],0
1608,Ken KerrKumar Barve,Ken Kerr,Kumar Barve,[],[],0
1596,Debra DavisKumar Barve,Debra Davis,Kumar Barve,[],[],0
1607,Kumar BarveNicholaus Kipke,Kumar Barve,Nicholaus Kipke,[],[],0
1604,Benjamin BrooksKumar Barve,Benjamin Brooks,Kumar Barve,[],[],0
1603,Erek BarronKumar Barve,Erek Barron,Kumar Barve,[],[],0
1602,Kumar BarveMike Mckay,Kumar Barve,Mike Mckay,[],[],0
1601,Emily ShettyKumar Barve,Emily Shetty,Kumar Barve,[],[],0
1599,Kumar BarveSusan McComas,Kumar Barve,Susan McComas,[],[],0
1598,Kumar BarveLesley Lopez,Kumar Barve,Lesley Lopez,[],[],0
1597,Jazz LewisKumar Barve,Jazz Lewis,Kumar Barve,[],[],0
1560,Dalya AttarNancy King,Dalya Attar,Nancy King,[],[],0
1559,Dalya AttarMalcolm Augustine,Dalya Attar,Malcolm Augustine,[],[],0
1558,Dalya AttarDelores Kelley,Dalya Attar,Delores Kelley,[],[],0
1527,Dalya AttarFinance,Dalya Attar,Finance,[],[],0
1535,Dalya AttarJack Bailey,Dalya Attar,Jack Bailey,[],[],0
1534,Dalya AttarThomas Miller,Dalya Attar,Thomas Miller,[],[],0
1533,Dalya AttarEdward Reilly,Dalya Attar,Edward Reilly,[],[],0
1532,Dalya AttarShirley NathanPulliam,Dalya Attar,Shirley NathanPulliam,[],[],0
1531,Budget and TaxationDalya Attar,Budget and Taxation,Dalya Attar,[],[],0
1530,Dalya AttarMary Washington,Dalya Attar,Mary Washington,[],[],0
1529,Cory McCrayDalya Attar,Cory McCray,Dalya Attar,[],[],0
1528,Clarence LamDalya Attar,Clarence Lam,Dalya Attar,[],[],0
1526,Dalya AttarGuy Guzzone,Dalya Attar,Guy Guzzone,[],[],0
1557,Dalya AttarMelony Griffith,Dalya Attar,Melony Griffith,[],[],0
1525,Brian FeldmanDalya Attar,Brian Feldman,Dalya Attar,[],[],0
1524,Dalya AttarJill Carter,Dalya Attar,Jill Carter,[],[],0
1523,Dalya AttarRonald Young,Dalya Attar,Ronald Young,[],[],0
1522,Dalya AttarJoanne Benson,Dalya Attar,Joanne Benson,[],[],0
1521,Dalya AttarEducation,Dalya Attar,Education,[],[],0
1520,Dalya AttarWicomico County Senators,Dalya Attar,Wicomico County Senators,[],[],0
1519,Cheryl KaganDalya Attar,Cheryl Kagan,Dalya Attar,[],[],0
1518,Dalya AttarJames Rosapepe,Dalya Attar,James Rosapepe,[],[],0
1536,Dalya AttarMary Carozza,Dalya Attar,Mary Carozza,[],[],0
1537,Bob CassillyDalya Attar,Bob Cassilly,Dalya Attar,[],[],0
1538,Dalya AttarJason Gallion,Dalya Attar,Jason Gallion,[],[],0
1539,Dalya AttarStephen Hershey,Dalya Attar,Stephen Hershey,[],[],0
1556,Arthur EllisDalya Attar,Arthur Ellis,Dalya Attar,[],[],0
1555,Dalya AttarPaul Pinsky,Dalya Attar,Paul Pinsky,[],[],0
1554,Dalya AttarWashington County Senators,Dalya Attar,Washington County Senators,[],[],0
1553,Dalya AttarJeff Waldstreicher,Dalya Attar,Jeff Waldstreicher,[],[],0
1552,Dalya AttarSusan Lee,Dalya Attar,Susan Lee,[],[],0
1551,Dalya AttarKatie Hester,Dalya Attar,Katie Hester,[],[],0
1550,Dalya AttarWilliam Smith,Dalya Attar,William Smith,[],[],0
1549,Dalya AttarObie Patterson,Dalya Attar,Obie Patterson,[],[],0
1548,Dalya AttarPamela Beidle,Dalya Attar,Pamela Beidle,[],[],0
1547,Dalya AttarSarah Elfreth,Dalya Attar,Sarah Elfreth,[],[],0
1546,Dalya AttarRobert Zirkin,Dalya Attar,Robert Zirkin,[],[],0
1545,Antonio HayesDalya Attar,Antonio Hayes,Dalya Attar,[],[],0
1544,Dalya AttarWilliam Ferguson,Dalya Attar,William Ferguson,[],[],0
1543,Chris WestDalya Attar,Chris West,Dalya Attar,[],[],0
1542,Bryan SimonaireDalya Attar,Bryan Simonaire,Dalya Attar,[],[],0
1541,Dalya AttarJustin Ready,Dalya Attar,Justin Ready,[],[],0
1540,Dalya AttarMichael Hough,Dalya Attar,Michael Hough,[],[],0
1623,Kumar BarveNick Charles,Kumar Barve,Nick Charles,[],[],0
1625,Kumar BarveMatt Morgan,Kumar Barve,Matt Morgan,[],[],0
1731,Judicial ProceedingsKumar Barve,Judicial Proceedings,Kumar Barve,[],[],0
1698,Kumar BarveRon Watson,Kumar Barve,Ron Watson,[],[],0
1708,AppropriationsKumar Barve,Appropriations,Kumar Barve,[],[],0
1707,Kumar BarveWays and Means,Kumar Barve,Ways and Means,[],[],0
1706,JudiciaryKumar Barve,Judiciary,Kumar Barve,[],[],0
1705,Kumar BarveLauren Arikan,Kumar Barve,Lauren Arikan,[],[],0
1702,Elizabeth ProctorKumar Barve,Elizabeth Proctor,Kumar Barve,[],[],0
1701,Kumar BarveTalmadge Branch,Kumar Barve,Talmadge Branch,[],[],0
1700,Kumar BarvePat Young,Kumar Barve,Pat Young,[],[],0
1699,C.T. WilsonKumar Barve,C.T. Wilson,Kumar Barve,[],[],0
1696,Kumar BarveWarren Miller,Kumar Barve,Warren Miller,[],[],0
1710,Kumar BarveWicomico County Delegation,Kumar Barve,Wicomico County Delegation,[],[],0
1695,Kumar BarveNino Mangione,Kumar Barve,Nino Mangione,[],[],0
1693,Carol KrimmKumar Barve,Carol Krimm,Kumar Barve,[],[],0
1692,Kumar BarveRichard Impallaria,Kumar Barve,Richard Impallaria,[],[],0
1691,Kumar BarveMark Fisher,Kumar Barve,Mark Fisher,[],[],0
1689,Dereck DavisKumar Barve,Dereck Davis,Kumar Barve,[],[],0
1688,Brian CrosbyKumar Barve,Brian Crosby,Kumar Barve,[],[],0
1687,Kumar BarveWendell Beitzel,Kumar Barve,Wendell Beitzel,[],[],0
1686,Eric BromwellKumar Barve,Eric Bromwell,Kumar Barve,[],[],0
1709,Kumar BarvePrince Georges County Delegation,Kumar Barve,Prince Georges County Delegation,[],[],0
1711,Kumar BarveMontgomery County Delegation,Kumar Barve,Montgomery County Delegation,[],[],0
1626,Kumar BarveSid Saab,Kumar Barve,Sid Saab,[],[],0
1722,Harford County DelegationKumar Barve,Harford County Delegation,Kumar Barve,[],[],0
1730,J.B. JenningsKumar Barve,J.B. Jennings,Kumar Barve,[],[],0
1729,Baltimore City DelegationKumar Barve,Baltimore City Delegation,Kumar Barve,[],[],0
1728,Kumar BarveTalbot County Delegation,Kumar Barve,Talbot County Delegation,[],[],0
1727,Calvert County DelegationKumar Barve,Calvert County Delegation,Kumar Barve,[],[],0
1726,Howard County DelegationKumar Barve,Howard County Delegation,Kumar Barve,[],[],0
1725,Carroll County DelegationKumar Barve,Carroll County Delegation,Kumar Barve,[],[],0
1724,Kumar BarveQueen Annes County Delegation,Kumar Barve,Queen Annes County Delegation,[],[],0
1723,Federal RelationsKumar Barve,Federal Relations,Kumar Barve,[],[],0
1721,Charles County DelegationKumar Barve,Charles County Delegation,Kumar Barve,[],[],0
1712,Baltimore County DelegationKumar Barve,Baltimore County Delegation,Kumar Barve,[],[],0
1720,Anne Arundel County DelegationKumar Barve,Anne Arundel County Delegation,Kumar Barve,[],[],0
1719,Kumar BarveSt. Marys County Delegation,Kumar Barve,St. Marys County Delegation,[],[],0
1718, Prince Georges County DelegationKumar Barve, Prince Georges County Delegation,Kumar Barve,[],[],0
1717,Dorchester County DelegationKumar Barve,Dorchester County Delegation,Kumar Barve,[],[],0
1716,Frederick County DelegationKumar Barve,Frederick County Delegation,Kumar Barve,[],[],0
1715,Kumar BarveWashington County Delegation,Kumar Barve,Washington County Delegation,[],[],0
1714,Garrett County DelegationKumar Barve,Garrett County Delegation,Kumar Barve,[],[],0
1713,Allegany County DelegationKumar Barve,Allegany County Delegation,Kumar Barve,[],[],0
1685,Courtney WatsonKumar Barve,Courtney Watson,Kumar Barve,[],[],0
1683,Alonzo WashingtonKumar Barve,Alonzo Washington,Kumar Barve,[],[],0
1682,Kumar BarveVeronica Turner,Kumar Barve,Veronica Turner,[],[],0
1639,Kumar BarveTrent Kittleman,Kumar Barve,Trent Kittleman,[],[],0
1647,Julian IveyKumar Barve,Julian Ivey,Kumar Barve,[],[],0
1646,Haven ShoemakerKumar Barve,Haven Shoemaker,Kumar Barve,[],[],0
1645,April RoseKumar Barve,April Rose,Kumar Barve,[],[],0
1644,Kumar BarveTeresa Reilly,Kumar Barve,Teresa Reilly,[],[],0
1643,Jesse PippyKumar Barve,Jesse Pippy,Kumar Barve,[],[],0
1642,Johnny MautzKumar Barve,Johnny Mautz,Kumar Barve,[],[],0
1641,Kumar BarveMichael Malone,Kumar Barve,Michael Malone,[],[],0
1640,Bob LongKumar Barve,Bob Long,Kumar Barve,[],[],0
1638,Kumar BarveSeth Howard,Kumar Barve,Seth Howard,[],[],0
1681,Kumar BarveStephanie Smith,Kumar Barve,Stephanie Smith,[],[],0
1637,Kevin HornbergerKumar Barve,Kevin Hornberger,Kumar Barve,[],[],0
1636,Kumar BarveWayne Hartman,Kumar Barve,Wayne Hartman,[],[],0
1635,Jeff GhristKumar Barve,Jeff Ghrist,Kumar Barve,[],[],0
1634,Jason BuckelKumar Barve,Jason Buckel,Kumar Barve,[],[],0
1633,Kumar BarveSteven Arentz,Kumar Barve,Steven Arentz,[],[],0
1632,Carl AndertonKumar Barve,Carl Anderton,Kumar Barve,[],[],0
1631,Christopher AdamsKumar Barve,Christopher Adams,Kumar Barve,[],[],0
1627,Kumar BarveShelly Hettleman,Kumar Barve,Shelly Hettleman,[],[],0
1649,Health and Government OperationsKumar Barve,Health and Government Operations,Kumar Barve,[],[],0
1650,Environment and TransportationKumar Barve,Environment and Transportation,Kumar Barve,[],[],0
1651,Kumar BarveSandy Bartlett,Kumar Barve,Sandy Bartlett,[],[],0
1653,Kumar BarveNed Carey,Kumar Barve,Ned Carey,[],[],0
1680,Edith PattersonKumar Barve,Edith Patterson,Kumar Barve,[],[],0
1679,Kumar BarveMichele Guyton,Kumar Barve,Michele Guyton,[],[],0
1677,Joseph BotelerKumar Barve,Joseph Boteler,Kumar Barve,[],[],0
1675,Jay WalkerKumar Barve,Jay Walker,Kumar Barve,[],[],0
1673,Geraldine ValentinoSmithKumar Barve,Geraldine ValentinoSmith,Kumar Barve,[],[],0
1672,Cecil County DelegationKumar Barve,Cecil County Delegation,Kumar Barve,[],[],0
1670,Kumar BarveWanika Fisher,Kumar Barve,Wanika Fisher,[],[],0
1668,Jheanelle WilkinsKumar Barve,Jheanelle Wilkins,Kumar Barve,[],[],0
1665,Kumar BarvePamela Queen,Kumar Barve,Pamela Queen,[],[],0
1664,Kumar BarveMaggie McIntosh,Kumar Barve,Maggie McIntosh,[],[],0
1661,Kumar BarveLuke Clippinger,Kumar Barve,Luke Clippinger,[],[],0
1660,Gabriel AceveroKumar Barve,Gabriel Acevero,Kumar Barve,[],[],0
1658,Ben BarnesKumar Barve,Ben Barnes,Kumar Barve,[],[],0
1657,Economic MattersKumar Barve,Economic Matters,Kumar Barve,[],[],0
1656,Kumar BarveMike Rogers,Kumar Barve,Mike Rogers,[],[],0
1655,Kumar BarveMichael Jackson,Kumar Barve,Michael Jackson,[],[],0
1654,Keith HaynesKumar Barve,Keith Haynes,Kumar Barve,[],[],0
997,Eric EbersoleGabriel Acevero,Eric Ebersole,Gabriel Acevero,[],[],0
994,Economic MattersEric Ebersole,Economic Matters,Eric Ebersole,[],[],0
1970,Budget and TaxationRegina Boyce,Budget and Taxation,Regina Boyce,[],[],0
342,Cheryl GlennJoseph Boteler,Cheryl Glenn,Joseph Boteler,[],[],0
356,Cheryl GlennMark Fisher,Cheryl Glenn,Mark Fisher,[],[],0
354,Cheryl GlennDereck Davis,Cheryl Glenn,Dereck Davis,[],[],0
353,Brian CrosbyCheryl Glenn,Brian Crosby,Cheryl Glenn,[],[],0
352,Cheryl GlennWendell Beitzel,Cheryl Glenn,Wendell Beitzel,[],[],0
350,Cheryl GlennCourtney Watson,Cheryl Glenn,Courtney Watson,[],[],0
349,Cheryl GlennJen Terrasa,Cheryl Glenn,Jen Terrasa,[],[],0
347,Cheryl GlennVeronica Turner,Cheryl Glenn,Veronica Turner,[],[],0
344,Cheryl GlennMichele Guyton,Cheryl Glenn,Michele Guyton,[],[],0
339,Anne KaiserCheryl Glenn,Anne Kaiser,Cheryl Glenn,[],[],0
358,Carol KrimmCheryl Glenn,Carol Krimm,Cheryl Glenn,[],[],0
338,Cheryl GlennGeraldine ValentinoSmith,Cheryl Glenn,Geraldine ValentinoSmith,[],[],0
337,Cecil County DelegationCheryl Glenn,Cecil County Delegation,Cheryl Glenn,[],[],0
333,Cheryl GlennJheanelle Wilkins,Cheryl Glenn,Jheanelle Wilkins,[],[],0
331,Cheryl GlennJared Solomon,Cheryl Glenn,Jared Solomon,[],[],0
326,Cheryl GlennLuke Clippinger,Cheryl Glenn,Luke Clippinger,[],[],0
324,Cheryl GlennKirill Reznik,Cheryl Glenn,Kirill Reznik,[],[],0
323,Ben BarnesCheryl Glenn,Ben Barnes,Cheryl Glenn,[],[],0
322,Cheryl GlennEconomic Matters,Cheryl Glenn,Economic Matters,[],[],0
357,Cheryl GlennRichard Impallaria,Cheryl Glenn,Richard Impallaria,[],[],0
360,Cheryl GlennNino Mangione,Cheryl Glenn,Nino Mangione,[],[],0
383, Prince Georges County DelegationCheryl Glenn, Prince Georges County Delegation,Cheryl Glenn,[],[],0
373,AppropriationsCheryl Glenn,Appropriations,Cheryl Glenn,[],[],0
381,Cheryl GlennFrederick County Delegation,Cheryl Glenn,Frederick County Delegation,[],[],0
380,Cheryl GlennWashington County Delegation,Cheryl Glenn,Washington County Delegation,[],[],0
379,Cheryl GlennGarrett County Delegation,Cheryl Glenn,Garrett County Delegation,[],[],0
378,Allegany County DelegationCheryl Glenn,Allegany County Delegation,Cheryl Glenn,[],[],0
377,Baltimore County DelegationCheryl Glenn,Baltimore County Delegation,Cheryl Glenn,[],[],0
376,Cheryl GlennMontgomery County Delegation,Cheryl Glenn,Montgomery County Delegation,[],[],0
375,Cheryl GlennWicomico County Delegation,Cheryl Glenn,Wicomico County Delegation,[],[],0
374,Cheryl GlennPrince Georges County Delegation,Cheryl Glenn,Prince Georges County Delegation,[],[],0
372,Cheryl GlennWays and Means,Cheryl Glenn,Ways and Means,[],[],0
361,Cheryl GlennWarren Miller,Cheryl Glenn,Warren Miller,[],[],0
371,Cheryl GlennJudiciary,Cheryl Glenn,Judiciary,[],[],0
370,Cheryl GlennLauren Arikan,Cheryl Glenn,Lauren Arikan,[],[],0
369,Adrienne JonesCheryl Glenn,Adrienne Jones,Cheryl Glenn,[],[],0
368,Cheryl GlennLily Qi,Cheryl Glenn,Lily Qi,[],[],0
367,Cheryl GlennElizabeth Proctor,Cheryl Glenn,Elizabeth Proctor,[],[],0
365,Cheryl GlennPat Young,Cheryl Glenn,Pat Young,[],[],0
363,Cheryl GlennRon Watson,Cheryl Glenn,Ron Watson,[],[],0
362,Cheryl GlennKriselda Valderrama,Cheryl Glenn,Kriselda Valderrama,[],[],0
320,Cheryl GlennMichael Jackson,Cheryl Glenn,Michael Jackson,[],[],0
318,Cheryl GlennNed Carey,Cheryl Glenn,Ned Carey,[],[],0
316,Cheryl GlennSandy Bartlett,Cheryl Glenn,Sandy Bartlett,[],[],0
259,Cheryl GlennPaul Corderman,Cheryl Glenn,Paul Corderman,[],[],0
288,Cheryl GlennNick Charles,Cheryl Glenn,Nick Charles,[],[],0
287,Cheryl GlennHarry Bhandari,Cheryl Glenn,Harry Bhandari,[],[],0
286,Cheryl GlennEric Luedtke,Cheryl Glenn,Eric Luedtke,[],[],0
267,Cheryl GlennMike Mckay,Cheryl Glenn,Mike Mckay,[],[],0
266,Cheryl GlennEmily Shetty,Cheryl Glenn,Emily Shetty,[],[],0
264,Cheryl GlennSusan McComas,Cheryl Glenn,Susan McComas,[],[],0
261,Cheryl GlennDebra Davis,Cheryl Glenn,Debra Davis,[],[],0
260,Cheryl GlennDan Cox,Cheryl Glenn,Dan Cox,[],[],0
257,Cheryl GlennJon Cardin,Cheryl Glenn,Jon Cardin,[],[],0
315,Cheryl GlennEnvironment and Transportation,Cheryl Glenn,Environment and Transportation,[],[],0
255,Charles SydnorCheryl Glenn,Charles Sydnor,Cheryl Glenn,[],[],0
253,Cheryl GlennWilliam Wivell,Cheryl Glenn,William Wivell,[],[],0
250,Cheryl GlennDana Stein,Cheryl Glenn,Dana Stein,[],[],0
249,Cheryl GlennNeil Parrott,Cheryl Glenn,Neil Parrott,[],[],0
248,Charles OttoCheryl Glenn,Charles Otto,Cheryl Glenn,[],[],0
247,Cheryl GlennSara Love,Cheryl Glenn,Sara Love,[],[],0
246,Cheryl GlennMary Lehman,Cheryl Glenn,Mary Lehman,[],[],0
245,Cheryl GlennJay Jalisi,Cheryl Glenn,Jay Jalisi,[],[],0
289,Brian ChisholmCheryl Glenn,Brian Chisholm,Cheryl Glenn,[],[],0
290,Cheryl GlennMatt Morgan,Cheryl Glenn,Matt Morgan,[],[],0
293,Cheryl GlennMarc Korman,Cheryl Glenn,Marc Korman,[],[],0
294,Cheryl GlennRobin Grammer,Cheryl Glenn,Robin Grammer,[],[],0
314,Cheryl GlennHealth and Government Operations,Cheryl Glenn,Health and Government Operations,[],[],0
312,Cheryl GlennJulian Ivey,Cheryl Glenn,Julian Ivey,[],[],0
311,Cheryl GlennHaven Shoemaker,Cheryl Glenn,Haven Shoemaker,[],[],0
310,April RoseCheryl Glenn,April Rose,Cheryl Glenn,[],[],0
